2022-05-28T00:00:01.958471,0.00,12.57,658.60,79.99,0.00,101.39,55.32,1.15
2022-05-28T00:01:01.546773,0.00,12.62,658.60,79.99,0.00,101.24,54.93,1.14
2022-05-28T00:02:02.146389,0.00,12.79,658.60,79.99,0.00,101.32,55.10,1.15
2022-05-28T00:03:01.750493,0.00,12.57,658.60,79.99,0.00,100.94,55.22,1.15
2022-05-28T00:04:01.355435,0.00,12.57,658.60,79.99,0.00,100.59,55.46,1.15
2022-05-28T00:05:01.940976,0.00,12.57,658.60,79.99,0.00,100.79,55.70,1.15
2022-05-28T00:06:01.529356,0.00,12.75,658.60,79.99,0.00,100.44,55.78,1.15
2022-05-28T00:07:02.115835,0.00,12.62,658.60,79.99,0.00,100.49,56.13,1.14
2022-05-28T00:08:01.702915,0.00,12.79,658.60,79.99,0.00,100.35,55.95,1.15
2022-05-28T00:09:01.306921,0.00,12.57,658.60,79.99,0.00,100.42,57.52,1.15
2022-05-28T00:10:01.893990,0.00,12.62,658.60,79.99,0.00,100.32,56.58,1.14
2022-05-28T00:11:01.483245,0.00,12.75,658.60,79.99,0.00,100.20,58.07,1.15
2022-05-28T00:12:02.089791,0.00,12.75,658.60,79.99,0.00,99.75,58.47,1.15
2022-05-28T00:13:01.683403,0.00,13.01,658.60,79.99,0.00,99.36,57.96,1.14
2022-05-28T00:14:01.271548,0.00,12.79,658.60,79.99,0.00,99.04,56.67,1.14
2022-05-28T00:15:01.847872,0.00,12.79,658.60,79.99,0.00,99.07,55.95,1.14
2022-05-28T00:16:01.434934,0.00,12.36,658.60,79.99,0.00,99.02,55.72,1.14
2022-05-28T00:17:02.030997,0.00,12.57,658.60,79.99,0.00,98.90,55.58,1.14
2022-05-28T00:18:01.618034,0.00,13.01,658.60,79.99,0.00,98.77,54.99,1.14
2022-05-28T00:19:01.214368,0.00,13.01,658.60,79.99,0.00,98.31,54.99,1.13
2022-05-28T00:20:01.787978,1.00,12.62,658.60,79.99,0.00,96.97,54.20,1.13
2022-05-28T00:21:01.375679,0.00,12.75,658.60,79.99,0.00,98.22,53.22,1.12
2022-05-28T00:22:01.974141,0.00,12.57,658.60,79.99,0.00,98.22,54.62,1.13
2022-05-28T00:23:01.577635,0.00,12.79,658.60,79.99,0.00,98.14,55.32,1.14
2022-05-28T00:24:02.165364,0.00,12.75,658.60,79.99,0.00,98.24,56.38,1.13
2022-05-28T00:25:01.768882,0.00,12.75,658.60,79.99,0.00,97.95,57.37,1.14
2022-05-28T00:26:01.367244,0.00,13.01,658.60,79.99,0.00,97.69,57.68,1.14
2022-05-28T00:27:01.951570,0.00,12.57,658.60,79.99,0.00,97.76,58.05,1.14
2022-05-28T00:28:01.554741,0.00,12.57,658.60,79.99,0.00,97.64,58.99,1.13
2022-05-28T00:29:02.142261,0.00,12.75,658.60,79.99,0.00,97.62,59.82,1.14
2022-05-28T00:30:01.732172,0.00,12.75,658.60,79.99,0.00,97.45,59.72,1.14
2022-05-28T00:31:01.329410,0.00,12.75,658.60,79.99,0.00,97.14,58.71,1.13
2022-05-28T00:32:01.914816,0.00,12.79,658.60,79.99,0.00,96.97,57.69,1.13
2022-05-28T00:33:01.511117,0.00,12.75,658.60,79.99,0.00,96.76,56.63,1.13
2022-05-28T00:34:02.106765,0.00,12.79,658.60,79.99,0.00,96.92,56.22,1.13
2022-05-28T00:35:01.698065,0.00,12.67,658.60,79.99,0.00,96.55,56.04,1.13
2022-05-28T00:36:01.296422,0.00,12.79,658.60,79.99,0.00,96.45,56.09,1.13
2022-05-28T00:37:01.892218,0.00,13.01,658.60,79.99,0.00,96.36,56.08,1.13
2022-05-28T00:38:01.480258,0.00,12.75,658.60,79.99,0.00,96.26,56.01,1.13
2022-05-28T00:39:02.082006,0.00,12.79,658.60,79.99,0.00,96.29,56.95,1.13
2022-05-28T00:40:01.689117,0.00,12.79,658.60,79.99,0.00,95.98,56.95,1.13
2022-05-28T00:41:01.270564,0.00,12.62,658.60,79.99,0.00,96.12,58.06,1.13
2022-05-28T00:42:01.867797,0.00,12.75,658.60,79.99,0.00,96.00,59.13,1.13
2022-05-28T00:43:01.468584,0.00,12.57,658.60,79.99,0.00,95.72,60.25,1.13
2022-05-28T00:44:02.054034,0.00,13.01,658.60,79.99,0.00,95.51,61.42,1.14
2022-05-28T00:45:01.648639,0.00,12.75,658.60,79.99,0.00,95.56,62.22,1.14
2022-05-28T00:46:01.253319,0.00,12.79,658.60,79.99,0.00,95.49,62.62,1.14
2022-05-28T00:47:01.840432,0.00,12.79,658.60,79.99,0.00,95.68,63.54,1.14
2022-05-28T00:48:01.428163,0.00,12.75,658.60,79.99,0.00,95.14,62.55,1.14
2022-05-28T00:49:02.012892,0.00,12.79,658.60,79.99,0.00,95.24,61.45,1.14
2022-05-28T00:50:01.604860,0.00,12.62,658.60,79.99,0.00,95.03,60.21,1.13
2022-05-28T00:51:02.205722,0.00,12.79,658.60,79.99,0.00,95.07,60.10,1.14
2022-05-28T00:52:01.792251,0.00,12.96,658.60,79.99,0.00,95.03,59.71,1.14
2022-05-28T00:53:01.387222,0.00,12.79,658.60,79.99,0.00,94.80,58.98,1.13
2022-05-28T00:54:01.989557,0.00,12.96,658.60,79.99,0.00,94.89,58.59,1.14
2022-05-28T00:55:01.576202,0.00,12.75,658.60,79.99,0.00,94.50,57.96,1.13
2022-05-28T00:56:02.174594,0.00,12.75,658.60,79.99,0.00,94.38,57.80,1.14
